step,avg_return
0,-1155.7537496757084
50000,-307.94036263499765
100000,-279.7855526952852
150000,-308.67193343299493
200000,-267.158253364485
250000,-219.86711711972254
300000,-210.69927063616552
350000,-242.57052833619417
400000,-195.508550465746
450000,-352.7406344852617
500000,-218.33025759573428
